,all,cluster_tokens,cluster_No,Clu_name
50,"['работа', 'деньги', 'друг', 'видео', 'открывать', 'группа', 'семья', 'начинаться', 'рынок', 'работать', 'бизнес', 'зарплата', 'проект', 'студент', 'труд', 'служба', 'компания', 'приостанавливать', 'возможность', 'платить', 'интересно', 'смс', 'медик', 'оплачивать', 'класс', 'родина', 'сфера', 'средний', 'школа', 'открытие', 'немного', 'индия', 'убивать', 'отдых', 'налог', 'игрок', 'банк', 'разрешать', 'выражать', 'малый', 'заплатить', 'также', 'принцип', 'закрываться', 'курс', 'практика', 'недостаточно', 'сад']","['невыплата', 'оплата', 'обслуживание', 'клиент', 'малый', 'отпуск', 'тенге', 'сбербанк', 'авиакомпания', 'предприятие', 'арендный', 'работник', 'взыскание', 'отсрочка', 'оплачивать', 'абонемент', 'зарабатывать', 'налог', 'ставка', 'кредитный', 'размер', 'кредит', 'увольнять', 'аренда', 'тариф', 'руб', 'зарплата', 'заработный', 'бизнесмен', 'выручка', 'работодатель', 'безработный', 'услуга', 'потратить', 'жидомор', 'каникулы', 'пожизненный', 'бюджетный', 'жкх', 'заплатить', 'пособие', 'предложение', 'платить', 'надбавка', 'мигрант', 'льгота', 'жилье', 'нерабочий', 'выплата', 'платеж', 'реновация', 'труд', 'частный', 'субсидия', 'доплата', 'работа', 'расход', 'риэлтор', 'временно', 'деньги', 'предлагать', 'поддержка', 'банк', 'рабочий', 'арендодатель', 'рубль', 'евро', 'гривна', 'плата', 'выплачивать', 'рассчитывать', 'предприниматель', 'дивиденд', 'арендатор', 'доход', 'бюджет', 'обещать', 'налоговый', 'владелец']",21,Financial aid & Credit offers
51,"['коронавирусный', 'инфекция', 'область', 'распространение', 'апрель', 'регион', 'праздник', 'житель', 'помощь', 'связь', 'тульский', 'майский', 'подмосковье', 'работник', 'скорый', 'губернатор', 'московский', 'пропуск', 'оперативный', 'штаб', 'район', 'соблюдать', 'полиция', 'карта', 'ленобласть', 'территория', 'рабочий', 'александр', 'день', 'динамика', 'контроль', 'профилактика', 'поездка', 'ситуация', 'очаг', 'дистанция', 'сообщать', 'региональный', 'якутия', 'премьера', 'село', 'месторождение', 'сообщение', 'предел', 'сжигать']","['ежедневно', 'вылечиваться', 'обгонять', 'миллион', 'заболеваемость', 'скончаться', 'небольшой', 'менее', 'лидировать', 'выявление', 'снижение', 'смерть', 'большой', 'вчерашний', 'подтверждать', 'официальный', 'предыдущий', 'седьмой', 'известно', 'исход', 'протестировать', 'тысяча', 'умирать', 'заражение', 'инфицирование', 'первый', 'увеличиваться', 'тыс', 'отметка', 'число', 'течение', 'москва', 'летальный', 'ом', 'итого', 'нулевой', 'нью-йорк', 'зарегистрировать', 'половина', 'динамика', 'график', 'человек', 'вспышка', 'ежедневный', 'смертность', 'стокгольм', 'данные', 'рекордный', 'третий', 'обнаруживать', 'случай', 'сегодняшний', 'прошедший', 'возрастать', 'область', 'индекс', 'инфицировать', 'нью', 'летальность', 'официально', 'вчера', 'сравнивать', 'погибать', 'догонять', 'общий', 'прогноз', 'выздоравливать', 'заметный', 'коронавирусный', 'труп', 'статистика', 'население', 'тестирование', 'умерший', 'спад', 'пиндостан', 'заражаться', 'сотня', 'бушевать', 'выявлять', 'предел', 'бессимптомный', 'оценка', 'йорк', 'грипп', 'подряд', 'бергамо', 'заболевать', 'результат', 'зафиксировать', 'новый', 'жертва', 'подробно', 'сезонный', 'резкий', 'средний', 'второй', 'пожар', 'превышать', 'сутки', 'количество', 'градус', 'covid', 'последний', 'заражать', 'пиндос', 'эпицентр', 'очаг', 'пик', 'чело', 'процент', 'инфицированный', 'кол', 'впервые', 'достигать', 'американка', 'составлять', 'тест', 'ноль', 'цифра', 'примерный']",8,Death and Infection Stats
52,"['май', 'карантин', 'самоизоляция', 'режим', 'продлять', 'ограничение', 'город', 'вводить', 'начинать', 'власть', 'хотеть', 'снимать', 'объявлять', 'выход', 'азербайджан', 'нерабочий', 'отменять', 'республика', 'карантинный', 'нарушение', 'готовиться', 'срок', 'ограничительный', 'смягчение', 'штраф', 'ослабление', 'открываться', 'запрет', 'юмор', 'продление', 'япония', 'мера', 'отмена', 'ослаблять', 'полицейский', 'конец', 'постепенно', 'коронавируст', 'подписывать', 'тамаша', 'согол', 'понедельник', 'день', 'выходной', 'нарушитель', 'бунт', 'неделя', 'первый', 'подробно']","['перечень', 'карантин', 'поправка', 'гражданин', 'силовик', 'домашний', 'положение', 'житель', 'чп', 'распоряжение', 'общественный', 'фсин', 'комендантский', 'митинг', 'указ', 'вывоз', 'кабмин', 'полиция', 'ношение', 'запрет', 'контроль', 'карательный', 'закон', 'обязанность', 'карантинный', 'полицейский', 'информирование', 'скопление', 'конституционный', 'суд', 'свобода', 'лишение', 'требовать', 'пункт', 'добровольный', 'территория', 'москвич', 'штраф', 'дистанция', 'роспотребнадзор', 'соблюдение', 'обращение', 'правонарушение', 'протест', 'всеобщий', 'право', 'собянин', 'введение', 'выезд', 'ограничение', 'уголовный', 'мероприятие', 'передвижение', 'заключенный', 'лицо', 'инструкция', 'федерация', 'мэр', 'запрещать', 'рекомендация', 'въезд', 'соответствие', 'конституция', 'ограничительный', 'жесткий', 'предосторожность', 'штрафовать', 'ответственность', 'исполнение', 'призыв', 'подчиняться', 'требование', 'нарушение', 'отказ', 'нарушитель', 'эпидемиологический', 'постановление', 'правительство', 'блокировка', 'регион', 'правило', 'административный', 'самоизоляция', 'проверка', 'масочный', 'вводиться', 'резидент', 'безответственно', 'наказывать', 'пропускной', 'рф', 'потребовать', 'носить', 'горожанин', 'рекомендовать', 'ограничивать', 'вводить', 'санитарный', 'мера', 'разрешать', 'коап', 'подписывать', 'преступление', 'насилие', 'нарушать', 'изоляция', 'режим', 'дистанцирование', 'обязывать', 'норма', 'повышенный', 'власть', 'безопасность', 'обязательный', 'призывать', 'посещение', 'губернатор', 'чрезвычайный', 'соблюдать', 'кодекс', 'временный', 'порядок']",5,Measures & Law
53,"['маска', 'средство', 'защита', 'медицинский', 'рубль', 'рука', 'носить', 'общественный', 'защитный', 'индивидуальный', 'решать', 'метро', 'ношение', 'цена', 'обеспечивать', 'обязывать', 'транспорт', 'правильно', 'передавать', 'аптека', 'следовать', 'костюм', 'правда', 'свердловский', 'продажа', 'фонд', 'оборудование', 'продавать', 'необходимый', 'пытаться', 'заказывать', 'рекомендовать', 'наличие', 'тонна', 'полный', 'нужно', 'запрещать', 'дом', 'коронавирустать', 'одноразовый', 'антисептика', 'патриарх', 'витамин', 'штука', 'многоразовый', 'народ', 'дезинфицирующий', 'лето', 'закупка', 'солнце']","['продавец', 'доставка', 'трехслойный', 'защитный', 'питание', 'многоразовый', 'продавать', 'спортмастер', 'оборудование', 'раствор', 'раздавать', 'респиратор', 'дезинфицировать', 'медоборудование', 'средство', 'продажа', 'сизый', 'мытье', 'бумага', 'закупка', 'комбинезон', 'операционный', 'обрабатывать', 'покупатель', 'костюм', 'раздача', 'производитель', 'груз', 'салфетка', 'покупать', 'санитайзер', 'аппарат', 'антисептик', 'закупать', 'еда', 'прозрачный', 'спирт', 'экспресс', 'товар', 'заказ', 'продуктовый', 'техника', 'продукт', 'маска', 'тонна', 'заказывать', 'марля', 'антисептика', 'одежда', 'шить', 'штука', 'перчатка', 'впаривать', 'одноразовый', 'персонал', 'купить', 'прибор', 'дезинфекция', 'предмет', 'туалетный', 'аптека', 'банкомат', 'фильтр', 'дезинфицирующий', 'сертификация', 'очки', 'обслуживать', 'бесплатно', 'набор', 'мыло', 'самолет', 'индивидуальный', 'мед']",17,Protective means
54,"['путин', 'владимир', 'выступление', 'обращение', 'актуальный', 'итог', 'свобода', 'сложный', 'совещание', 'президент', 'твитов', 'гейтс', 'рейс', 'тема', 'выступать', 'кремль', 'болезнь', 'большой', 'точно', 'билл', 'песок', 'факт', 'вода', 'блять', 'заключенный', 'заметный', 'голос', 'лишение', 'салют', 'причина', 'короче', 'передаваться', 'аборт', 'сиплость', 'политик', 'рождаться', 'делать', 'ситуация', 'фсин', 'событие', 'приложение', 'президентский', 'доклад', 'система', 'год', 'пожар', 'родной', 'ребенок', 'россия', 'заявлять']","['элита', 'илларионов', 'критика', 'преступный', 'михалков', 'партия', 'российский', 'скандал', 'конспирология', 'порошенко', 'кургинян', 'итальянский', 'бунт', 'теория', 'американский', 'путинский', 'либеральный', 'очередной', 'авторитарный', 'канцлер', 'идея', 'аваков', 'избранный', 'противостояние', 'шведский', 'кс', 'прорыв', 'недовольство', 'вашингтон', 'путин', 'критиковать', 'политик', 'причастный', 'народный', 'всемирный', 'мнение', 'бла', 'демократ', 'демократия', 'обвинять', 'чиновник', 'союзник', 'эрдоган', 'слово', 'билл', 'конспиролог', 'сорос', 'истерия', 'лукашенко', 'разоблачать', 'отставка', 'михалкова', 'меркель', 'кремль', 'бесогон', 'лидер', 'пекин', 'некомпетентный', 'американец', 'сми', 'олигарх', 'событие', 'кандидат', 'воз', 'выступление', 'чипирование', 'халатность', 'информационный', 'сенатор', 'заговор', 'разговор', 'гейтс', 'дезинформация', 'украинский', 'белорусский', 'политика', 'коррупция', 'белый', 'коломойский', 'кремлевский', 'кампания', 'выборы', 'влиятельный', 'либерал', 'батька', 'утверждение', 'трамп', 'заявление', 'дональд', 'повод', 'пропаганда', 'санкция', 'послание', 'слуга', 'афера', 'зеленский', 'президент', 'расследование', 'ругать', 'популизм', 'сообщество', 'греф', 'нация', 'политический']",19,"Politics, Conspirology"
55,"['москва', 'пустой', 'улица', 'красный', 'собянин', 'площадь', 'мэр', 'происходить', 'столица', 'видеть', 'чистый', 'архитектура', 'сергей', 'пруд', 'стоять', 'мясницкий', 'ворота', 'лубянка', 'федерация', 'square', 'ильинка', 'полностью', 'москвич', 'страшно', 'пространство', 'мертвый', 'китай-город', 'пустынный', 'гум', 'зарядье', 'портал', 'двор', 'lubyanka', 'увидеть', 'улочка', 'гроб', 'коса', 'садовый', 'переулок', 'одинокий']","['завод', 'закрытый', 'дорога', 'борисполь', 'карета', 'переулок', 'двор', 'транспорт', 'парикмахерская', 'красный', 'пробка', 'река', 'улица', 'ворота', 'офис', 'закрывать', 'вход', 'куршевель', 'приезжий', 'красота', 'магазин', 'садовый', 'тц', 'отель', 'пруд', 'помещение', 'улочка', 'сад', 'морской', 'салон', 'аэропорт', 'оттуда', 'ферма', 'метрополитен', 'свободно', 'маршрут', 'лагерь', 'стройка', 'метро', 'прогулка', 'подъезд', 'автомобиль', 'закрываться', 'ресторан', 'метр', 'пустой', 'книжный', 'турин', 'санаторий', 'площадка', 'пляж', 'прадо', 'павильон', 'мост', 'толпа', 'зал', 'лес', 'набережная', 'турист', 'поезд', 'синдзюк', 'гостиница', 'располагаться', 'брайтон', 'кафе', 'дверь', 'троллейбус', 'машина', 'окно', 'железнодорожный', 'пустынный', 'трущоба', 'городок', 'парк', 'пикет', 'курорт', 'город', 'стадион', 'гроб', 'оранжевый', 'микрорайон', 'такси', 'площадь', 'кофейня', 'станция', 'замок', 'пассажир', 'здание', 'мимо']",6,Locations
56,"['китай', 'сша', 'создавать', 'час', 'китайский', 'трамп', 'лаборатория', 'магазин', 'нижегородский', 'использовать', 'адрес', 'работать', 'ухань', 'также', 'американский', 'товар', 'татарстан', 'книжный', 'расследование', 'вакцина', 'располагаться', 'мордовия', 'азия', 'европа', 'информационный', 'рыбалко', 'кнр', 'башкортостан', 'маршал', 'испытание', 'проведение', 'появление', 'чувашия', 'филиал', 'белорус', 'прекращать', 'марья', 'эл', 'отказываться', 'вариант', 'быстрый', 'выборы', 'фаучивать', 'кампания', 'американец', 'говориться', 'призывать']","['европа', 'франция', 'британия', 'таджикистан', 'кндр', 'канада', 'иран', 'провинция', 'эстония', 'королевство', 'сербия', 'ирландия', 'беларусь', 'кубинский', 'украинец', 'испания', 'южный', 'колумбия', 'ес', 'прибывать', 'швеция', 'сирия', 'саудовский', 'австрия', 'республика', 'европейский', 'нидерланды', 'куба', 'турция', 'монголия', 'латинский', 'заробитчанин', 'рубеж', 'грузия', 'страна', 'северный', 'словакия', 'азербайджан', 'азия', 'север', 'китай', 'великобритания', 'лондон', 'латвия', 'кипр', 'германия', 'нато', 'индийский', 'африка', 'авианосец', 'япония', 'корея', 'куб', 'донбасс', 'белоруссия', 'италия', 'украина', 'узбекистан', 'остров', 'финляндия', 'бразилия', 'чехия', 'иностранец', 'кейс', 'бельгия', 'америка', 'кнр', 'россия', 'родина', 'граница', 'армения', 'штат', 'сша', 'индия', 'аравия', 'польша', 'рим']",2,Countries
57,"['канал', 'вопрос', 'смотреть', 'объяснять', 'жить', 'купить', 'прямой', 'просмотр', 'абонемент', 'центр', 'эфир', 'думать', 'бла', 'программа', 'дистанционный', 'пожизненный', 'говорить', 'выпуск', 'жопа', 'далеко', 'бесплатный', 'фильм', 'линия', 'устраивать', 'значит', 'обучение', 'профессор', 'гораздо', 'ошибаться', 'задавать', 'политика', 'трансляция', 'роза', 'хреновация', 'сема', 'реновация', 'мигрант', 'возможный', 'ул', 'построить', 'срочный', 'получать', 'отменять']","['исчезать', 'наблюдать', 'обычный', 'делать', 'выживать', 'желать', 'быстро', 'решать', 'научаться', 'лично', 'сказать', 'интересно', 'далеко', 'момент', 'выглядеть', 'правильно', 'бывать', 'надеяться', 'страх', 'серьезно', 'заставлять', 'видеть', 'невозможно', 'доходить', 'идти', 'пропадать', 'давно', 'завтра', 'думать', 'ждать', 'вообще', 'понимать', 'шутка', 'точно', 'поэтому', 'придумывать', 'рано', 'понятно', 'внезапно', 'близкий', 'вещь', 'гробить', 'где-то', 'просто', 'сразу', 'недовольный', 'ясно', 'подумать', 'простой', 'сегодня', 'сколько', 'итог', 'стоять', 'забывать', 'фигня', 'тупой', 'виноватый', 'привычный', 'начинать', 'тревога', 'смочь', 'голодный', 'ощущение', 'значить', 'происходить', 'сожаление', 'умный', 'чувствовать', 'пора', 'подходить', 'переживать', 'похоже', 'бояться', 'смысл', 'снова', 'реальность', 'убивать', 'уставать', 'нормальный', 'хороший', 'приходиться', 'наоборот', 'черт', 'чуть-чуть', 'окончательно', 'паника', 'глаз', 'скоро', 'смешной', 'уверенный', 'сначала', 'россиянин', 'рука', 'че', 'вовремя', 'абсолютно', 'стоить', 'беда', 'куча', 'ошибаться', 'очень', 'кстати', 'нужно', 'маленький', 'опасно', 'настроение', 'поменять', 'голод', 'продолжать', 'нужный', 'белорус', 'сильно', 'время', 'пытаться', 'пиздец', 'дело', 'редко', 'возможно', 'хозяин', 'паниковать', 'откуда', 'главное', 'смотреть', 'зараза', 'страшно', 'хотеть', 'везде', 'плюс', 'плохо', 'получаться', 'посмотреть', 'голова', 'верить', 'удаваться', 'плохой', 'страшный', 'прежний', 'долго', 'насколько', 'говорить', 'жопа', 'осознавать', 'блять', 'итальянец', 'корона', 'заложник', 'хотеться', 'давать', 'сука', 'целый', 'становиться', 'увидеть', 'ум', 'значит', 'логика', 'назад', 'слушать', 'часто', 'природа', 'держаться', 'мочь', 'пойти', 'постепенно', 'мало', 'правда', 'настолько', 'замечать', 'планета', 'почему', 'знать', 'народ', 'жизнь', 'китаец', 'казаться', 'мир', 'короче', 'равный', 'гораздо', 'действительно', 'немного', 'особенно', 'параллельный', 'надоедать']",9,"Sensations: fear, panic, etc."
58,"['случай', 'выявлять', 'смерть', 'заражение', 'новый', 'страна', 'итого', 'летальность', 'вылечивать', 'официально', 'штат', 'франция', 'великобритания', 'турция', 'бельгия', 'испания', 'армения', 'нидерланды', 'вчерашний', 'бразилия', 'швеция', 'кузбасс', 'саудовский', 'аравия', 'нью', 'лидировать', 'уязвимый', 'картинка', 'иран', 'йорк', 'эмча', 'прохождение', 'польша', 'тенгиз', 'куча', 'беларусь', 'италия']","['ежедневно', 'вылечиваться', 'обгонять', 'миллион', 'заболеваемость', 'скончаться', 'небольшой', 'менее', 'лидировать', 'выявление', 'снижение', 'смерть', 'большой', 'вчерашний', 'подтверждать', 'официальный', 'предыдущий', 'седьмой', 'известно', 'исход', 'протестировать', 'тысяча', 'умирать', 'заражение', 'инфицирование', 'первый', 'увеличиваться', 'тыс', 'отметка', 'число', 'течение', 'москва', 'летальный', 'ом', 'итого', 'нулевой', 'нью-йорк', 'зарегистрировать', 'половина', 'динамика', 'график', 'человек', 'вспышка', 'ежедневный', 'смертность', 'стокгольм', 'данные', 'рекордный', 'третий', 'обнаруживать', 'случай', 'сегодняшний', 'прошедший', 'возрастать', 'область', 'индекс', 'инфицировать', 'нью', 'летальность', 'официально', 'вчера', 'сравнивать', 'погибать', 'догонять', 'общий', 'прогноз', 'выздоравливать', 'заметный', 'коронавирусный', 'труп', 'статистика', 'население', 'тестирование', 'умерший', 'спад', 'пиндостан', 'заражаться', 'сотня', 'бушевать', 'выявлять', 'предел', 'бессимптомный', 'оценка', 'йорк', 'грипп', 'подряд', 'бергамо', 'заболевать', 'результат', 'зафиксировать', 'новый', 'жертва', 'подробно', 'сезонный', 'резкий', 'средний', 'второй', 'пожар', 'превышать', 'сутки', 'количество', 'градус', 'covid', 'последний', 'заражать', 'пиндос', 'эпицентр', 'очаг', 'пик', 'чело', 'процент', 'инфицированный', 'кол', 'впервые', 'достигать', 'американка', 'составлять', 'тест', 'ноль', 'цифра', 'примерный']",8,Death and Infection Stats
59,"['помощь', 'врач', 'медик', 'больница', 'борьба', 'рассказывать', 'получать', 'рубль', 'средство', 'защита', 'медицинский', 'лечение', 'работать', 'собирать', 'млрд', 'пневмония', 'выплата', 'госпиталь', 'отказываться', 'covid', 'ветеран', 'медсестра', 'скорый', 'койка', 'семья', 'деньги', 'летний', 'бороться', 'инфекционный', 'доктор', 'высокий', 'закрывать', 'отправлять', 'выделять', 'доплата', 'коммунарка', 'обучение', 'евро', 'участник', 'ран', 'ребенок', 'кандидат', 'европейский', 'повышать', 'наука', 'рад', 'бесплатный', 'пандемия']","['легкое', 'инсульт', 'положительный', 'госпитализировать', 'пневмония', 'вскрытие', 'антикоагулянт', 'куршевелец', 'тяжесть', 'пожилой', 'кислород', 'скорый', 'прием', 'болеть', 'ивл', 'мужчина', 'лечить', 'новорожденный', 'сердце', 'болезнь', 'тестировать', 'заболевание', 'реанимационный', 'инфекционный', 'состояние', 'тесто', 'коммунарка', 'отрицательный', 'терапия', 'инфекция', 'перепрофилировать', 'морг', 'врач', 'лечиться', 'внебольничный', 'ковид', 'медсестра', 'протекать', 'стационар', 'джонсон', 'реанимация', 'пациент', 'клинический', 'медперсонал', 'диагноз', 'медик', 'отделение', 'койка', 'кашель', 'палата', 'лечение', 'рак', 'температура', 'выписывать', 'беременный', 'здоровый', 'анализ', 'больничный', 'больной', 'поликлиника', 'вылечивать', 'боль', 'короновирус', 'медработник', 'орит', 'острый', 'пациентка', 'помещать', 'больница', 'переболеть', 'легкий', 'госпиталь', 'симптом', 'признак', 'подозрение', 'тяжелый']",14,Disease Treatment
60,"['карантин', 'мера', 'ограничение', 'эпидемия', 'правительство', 'роспотребнадзор', 'работа', 'связь', 'выход', 'условие', 'давать', 'гражданин', 'этап', 'начинать', 'период', 'снимать', 'поддержка', 'карантинный', 'снятие', 'пандемия', 'бизнес', 'большой', 'власть', 'ограничительный', 'план', 'открывать', 'грузия', 'ослабление', 'действовать', 'отмена', 'призывать', 'граница', 'онлайн', 'сила', 'заниматься', 'первый', 'услуга', 'экономический', 'рамка', 'попов', 'санитарный', 'спорт', 'послабление', 'насколько', 'премьер-министр', 'сохранение', 'кафе', 'страна']","['перечень', 'карантин', 'поправка', 'гражданин', 'силовик', 'домашний', 'положение', 'житель', 'чп', 'распоряжение', 'общественный', 'фсин', 'комендантский', 'митинг', 'указ', 'вывоз', 'кабмин', 'полиция', 'ношение', 'запрет', 'контроль', 'карательный', 'закон', 'обязанность', 'карантинный', 'полицейский', 'информирование', 'скопление', 'конституционный', 'суд', 'свобода', 'лишение', 'требовать', 'пункт', 'добровольный', 'территория', 'москвич', 'штраф', 'дистанция', 'роспотребнадзор', 'соблюдение', 'обращение', 'правонарушение', 'протест', 'всеобщий', 'право', 'собянин', 'введение', 'выезд', 'ограничение', 'уголовный', 'мероприятие', 'передвижение', 'заключенный', 'лицо', 'инструкция', 'федерация', 'мэр', 'запрещать', 'рекомендация', 'въезд', 'соответствие', 'конституция', 'ограничительный', 'жесткий', 'предосторожность', 'штрафовать', 'ответственность', 'исполнение', 'призыв', 'подчиняться', 'требование', 'нарушение', 'отказ', 'нарушитель', 'эпидемиологический', 'постановление', 'правительство', 'блокировка', 'регион', 'правило', 'административный', 'самоизоляция', 'проверка', 'масочный', 'вводиться', 'резидент', 'безответственно', 'наказывать', 'пропускной', 'рф', 'потребовать', 'носить', 'горожанин', 'рекомендовать', 'ограничивать', 'вводить', 'санитарный', 'мера', 'разрешать', 'коап', 'подписывать', 'преступление', 'насилие', 'нарушать', 'изоляция', 'режим', 'дистанцирование', 'обязывать', 'норма', 'повышенный', 'власть', 'безопасность', 'обязательный', 'призывать', 'посещение', 'губернатор', 'чрезвычайный', 'соблюдать', 'кодекс', 'временный', 'порядок']",5,Measures & Law
61,"['апрель', 'опасный', 'динамика', 'год', 'инфографика', 'час', 'распространение', 'мировой', 'пойти', 'финансовый', 'очередной', 'цена', 'рынок', 'прошедший', 'резкий', 'наступать', 'планета', 'чувашия', 'часто', 'кредит', 'татарстан', 'критически', 'вместе', 'эффективный', 'нижегородский', 'обладать', 'жилье', 'поволжье', 'подавать', 'сердце', 'активность', 'простой', 'выявление', 'спрос', 'столичный', 'кнопка', 'постсоветский', 'острый', 'марья', 'противовирусный', 'бюджетный', 'эл', 'слушать', 'ставка', 'комиссия', 'проходить', 'эпидемия', 'слово', 'россиянин', 'называть']","['понедельник', 'апрель', 'победа', 'виза', 'сезон', 'парад', 'майский', 'начинаться', 'полет', 'отменять', 'продление', 'год', 'возобновляться', 'заканчиваться', 'наступать', 'март', 'возобновление', 'отмена', 'начало', 'весна', 'выходной', 'готовиться', 'продлять', 'приостанавливать', 'плановый', 'неделя', 'расписание', 'срок', 'прохождение', 'открытие', 'май', 'рейс', 'завершать', 'июль', 'ноябрь', 'следующий', 'волна', 'объявлять', 'ожидаться', 'текущий', 'погода', 'послабление', 'окончание', 'сентябрь', 'закрытие', 'голосование', 'период', 'состояться', 'месяц', 'открываться', 'смягчение', 'шавваль', 'лето', 'этап', 'выход', 'ослабление', 'снятие', 'приостановка', 'июнь', 'осень', 'дата', 'токио', 'планироваться', 'поездка', 'час', 'курс', 'досрочно', 'перенести', 'возобновлять', 'конец', 'пройти', 'президентский', 'откладывать', 'го', 'планировать', 'день', 'проходить', 'поэтапный', 'хиджра', 'фаза', 'длиться']",23,"Changes: lockdown lift, new wave, plans"
62,"['оставаться', 'дома', 'сидеть', 'вирус', 'дело', 'видеть', 'совет', 'температура', 'знать', 'свежий', 'объявлять', 'глаз', 'италия', 'симптом', 'передавать', 'сказать', 'сбор', 'русский', 'сколько', 'массовый', 'писать', 'касаться', 'полиция', 'народный', 'просто', 'реализация', 'плотить', 'короче', 'хотеться', 'изобретение', 'чудо', 'важно', 'час', 'надоедать', 'пускать', 'привет', 'уничтожающий', 'ncov', 'считаный', 'серьезно', 'умный', 'товарищ', 'здоровье', 'хороший', 'рот', 'нарисовать', 'плюс', 'средство']","['исчезать', 'наблюдать', 'обычный', 'делать', 'выживать', 'желать', 'быстро', 'решать', 'научаться', 'лично', 'сказать', 'интересно', 'далеко', 'момент', 'выглядеть', 'правильно', 'бывать', 'надеяться', 'страх', 'серьезно', 'заставлять', 'видеть', 'невозможно', 'доходить', 'идти', 'пропадать', 'давно', 'завтра', 'думать', 'ждать', 'вообще', 'понимать', 'шутка', 'точно', 'поэтому', 'придумывать', 'рано', 'понятно', 'внезапно', 'близкий', 'вещь', 'гробить', 'где-то', 'просто', 'сразу', 'недовольный', 'ясно', 'подумать', 'простой', 'сегодня', 'сколько', 'итог', 'стоять', 'забывать', 'фигня', 'тупой', 'виноватый', 'привычный', 'начинать', 'тревога', 'смочь', 'голодный', 'ощущение', 'значить', 'происходить', 'сожаление', 'умный', 'чувствовать', 'пора', 'подходить', 'переживать', 'похоже', 'бояться', 'смысл', 'снова', 'реальность', 'убивать', 'уставать', 'нормальный', 'хороший', 'приходиться', 'наоборот', 'черт', 'чуть-чуть', 'окончательно', 'паника', 'глаз', 'скоро', 'смешной', 'уверенный', 'сначала', 'россиянин', 'рука', 'че', 'вовремя', 'абсолютно', 'стоить', 'беда', 'куча', 'ошибаться', 'очень', 'кстати', 'нужно', 'маленький', 'опасно', 'настроение', 'поменять', 'голод', 'продолжать', 'нужный', 'белорус', 'сильно', 'время', 'пытаться', 'пиздец', 'дело', 'редко', 'возможно', 'хозяин', 'паниковать', 'откуда', 'главное', 'смотреть', 'зараза', 'страшно', 'хотеть', 'везде', 'плюс', 'плохо', 'получаться', 'посмотреть', 'голова', 'верить', 'удаваться', 'плохой', 'страшный', 'прежний', 'долго', 'насколько', 'говорить', 'жопа', 'осознавать', 'блять', 'итальянец', 'корона', 'заложник', 'хотеться', 'давать', 'сука', 'целый', 'становиться', 'увидеть', 'ум', 'значит', 'логика', 'назад', 'слушать', 'часто', 'природа', 'держаться', 'мочь', 'пойти', 'постепенно', 'мало', 'правда', 'настолько', 'замечать', 'планета', 'почему', 'знать', 'народ', 'жизнь', 'китаец', 'казаться', 'мир', 'короче', 'равный', 'гораздо', 'действительно', 'немного', 'особенно', 'параллельный', 'надоедать']",9,"Sensations: fear, panic, etc."
63,"['подробно', 'сайт', 'читать', 'интернет', 'газета', 'ежедневный', 'ситуация', 'флудилка', 'информация', 'штаб', 'пермский', 'оперативный', 'край', 'спектр', 'район', 'региональный', 'опубликовывать', 'сегодня', 'пенсионер', 'вести', 'распространение', 'предотвращение', 'заседание', 'ответственный', 'очаг', 'безответственно', 'житель', 'турин', 'спасать', 'эпоха', 'доклад', 'якутия', 'алексин', 'отпускать', 'вахтовик', 'ро', 'деньги', 'пермь', 'земляк', 'месторождение', 'первый', 'работать']","['материал', 'нажимать', 'доклад', 'подписываться', 'russia', 'просмотр', 'опубликовывать', 'мема', 'видео', 'сообщение', 'bloomberg', 'памятка', 'блог', 'вконтакте', 'эдуард', 'опрос', 'york', 'запись', 'роман', 'канал', 'тег', 'издание', 'апр', 'разбор', 'читать', 'чат', 'сводка', 'медиа', 'версия', 'тема', 'популярный', 'интересный', 'stampa', 'произведение', 'реклама', 'портал', 'твиттер', 'дневник', 'клип', 'инфографика', 'конфиденциальность', 'сайт', 'стих', 'прочитывать', 'репост', 'сериал', 'ссылка', 'сеть', 'текст', 'почитать', 'лента', 'post', 'выпуск', 'контент', 'источник', 'по-русски', 'интернет', 'автор', 'книга', 'картинка', 'подписчик', 'челлендж', 'волновой', 'coronavirus', 'отчет', 'твитов', 'тв', 'информация', 'видеоролик', 'лайк', 'психология', 'публикация', 'написать', 'векторный', 'список', 'times', 'статья', 'обзор', 'pro', 'свежий', 'актуальный', 'nature', 'петиция', 'издательство', 'газета', 'сюжет', 'пост', 'la', 'писать', 'ролик', 'новинка', 'ходос', 'инстаграм', 'открытый', 'фейк', 'журнал', 'комментарий', 'раздел', 'вскрываться', 'новость', 'значок', 'серия', 'манифест', 'фото']",16,Information sources
